,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release date,artist popularity
6204,0.493,0.73,5.0,-12.819,1.0,0.0347,0.00103,0.764,0.11,0.174,105.011,395946.0,2020-05-01,[1]
6205,0.728,0.128,10.0,-15.448,1.0,0.895,0.836,0.0,0.141,0.48,75.181,36773.0,2007-03-20,[11]
6206,0.489,0.8079999999999999,8.0,-6.65,1.0,0.279,0.105,0.0,0.27,0.465,96.127,193828.0,2016-06-03,[62]
6207,0.462,0.606,8.0,-9.855,1.0,0.519,0.8240000000000001,0.0,0.593,0.608,91.747,288625.0,2019-04-20,[52]
6208,0.754,0.498,5.0,-7.555,0.0,0.0517,0.00266,0.0,0.146,0.278,135.094,128000.0,2018-10-30,[70]
6209,0.532,0.912,2.0,-3.532,1.0,0.0511,0.0043100000000000005,0.0,0.109,0.654,150.007,178293.0,2012-03-06,[30]
6210,0.743,0.63,0.0,-6.537000000000001,0.0,0.0714,0.0851,0.0,0.162,0.371,90.016,218732.0,2020-10-16,[14]
6211,0.6609999999999999,0.35100000000000003,10.0,-16.669,1.0,0.0661,0.5329999999999999,0.006220000000000001,0.0608,0.665,159.85299999999995,162360.0,2011-01-01,[0]
6212,0.444,0.237,3.0,-11.75,1.0,0.0274,0.88,0.0,0.141,0.28,101.992,160560.0,2016-10-28,[76]
6213,0.155,0.307,7.0,-25.621,1.0,0.0599,0.284,0.442,0.125,0.0325,84.45100000000002,159500.0,2016-11-21,[17]
6214,0.49,0.4320000000000001,5.0,-7.966,1.0,0.0278,0.841,4.05e-06,0.117,0.35700000000000004,83.87,237155.0,2013-01-01,[63]
6215,0.238,0.0861,1.0,-21.905,1.0,0.062,0.963,0.863,0.119,0.0186,124.972,111990.0,2020-11-16,"[57, 61, 54]"
6216,0.606,0.314,1.0,-19.489,1.0,0.277,0.33,0.00376,0.0947,0.13,138.457,67173.0,2019-11-15,[0]
6217,0.235,0.314,4.0,-17.509,0.0,0.0359,0.853,0.8859999999999999,0.163,0.0851,74.99600000000002,438125.0,2020-08-04,[14]
6218,0.642,0.398,2.0,-11.369000000000002,1.0,0.238,0.273,1.23e-06,0.112,0.655,104.433,223608.0,2019-09-06,[33]
6219,0.278,0.0358,3.0,-22.653,1.0,0.0324,0.993,0.882,0.115,0.131,97.838,104316.0,2020-09-22,"[45, 43]"
6220,0.591,0.7240000000000001,6.0,-5.871,1.0,0.0491,0.00744,0.0,0.106,0.504,102.003,211547.0,2017-02-10,[74]
6221,0.384,0.392,10.0,-8.885,1.0,0.0273,0.662,0.0,0.261,0.534,98.387,196253.0,2017-04-30,[]
6222,0.0,0.0212,1.0,-30.377,1.0,0.0,0.146,0.35600000000000004,0.112,0.0,0.0,110028.0,2019-12-03,[]
6223,0.5870000000000001,0.0275,3.0,-17.912,1.0,0.0651,0.877,0.949,0.0988,0.269,159.972,251913.0,2020-10-03,[45]
6224,0.88,0.5670000000000001,4.0,-9.222,0.0,0.0763,0.258,0.00014,0.125,0.809,84.98899999999998,234411.0,2012,"[3, 0]"
6225,0.204,0.00193,1.0,-39.502,1.0,0.0461,0.991,0.698,0.109,0.107,69.85,167411.0,2019-11-27,[50]
6226,0.722,0.79,0.0,-4.89,1.0,0.258,0.107,0.0,0.475,0.7859999999999999,88.99,453467.0,2020-11-20,"[93, 83, 93, 83, 89, 64, 43, 51]"
6227,0.16899999999999998,0.467,1.0,-39.132,1.0,0.0757,0.953,0.516,0.101,0.0168,123.572,185184.0,2020-10-20,[51]
6228,0.544,0.72,10.0,-7.237,0.0,0.0396,0.325,3.27e-06,0.0993,0.29,139.97899999999998,270000.0,2016-12-16,"[80, 45, 45, 58]"
6229,0.171,0.999,11.0,-27.2,0.0,0.08800000000000001,0.279,0.8909999999999999,0.8859999999999999,1e-05,179.13,192000.0,2020-06-14,[55]
6230,0.6579999999999999,0.196,8.0,-29.384,0.0,0.0368,0.214,0.925,0.111,0.942,154.864,108391.0,2019-08-01,[11]
6231,0.631,0.996,11.0,-6.315,0.0,0.0632,0.0586,0.0563,0.147,0.355,146.95600000000005,169733.0,2015-07-01,[20]
6232,0.7609999999999999,0.6409999999999999,4.0,-7.4129999999999985,0.0,0.187,0.0489,0.142,0.18600000000000005,0.49,139.975,212625.0,2018-07-06,[0]
6233,0.276,0.0013,4.0,-40.019,1.0,0.0459,0.973,0.931,0.107,0.0631,68.33,123716.0,2016-11-29,[67]
6234,0.458,0.294,4.0,-11.675,1.0,0.0346,0.706,0.0,0.139,0.35,120.545,307548.0,2019-08-23,[24]
6235,0.64,0.32299999999999995,11.0,-12.68,0.0,0.225,0.936,0.000387,0.191,0.963,63.985,36893.0,2017-06-14,[10]
6236,0.5539999999999999,0.451,10.0,-11.054,1.0,0.0953,0.5489999999999999,0.000398,0.109,0.333,73.946,290743.0,2017-03-10,[63]
6237,0.604,0.0241,0.0,-23.955,1.0,0.0342,0.933,0.000214,0.126,0.0735,80.006,47567.0,2020-09-30,[28]
6238,0.578,0.8029999999999999,2.0,-5.337999999999999,1.0,0.0395,0.00124,0.0167,0.349,0.519,128.144,200693.0,2012-10-30,[73]
6239,0.8140000000000001,0.481,1.0,-8.737,1.0,0.174,0.256,0.0,0.306,0.551,79.916,122321.0,2015-04-22,[0]
6240,0.309,0.973,2.0,-3.591,1.0,0.165,0.000522,0.0,0.0695,0.156,171.873,201017.0,2019-05-24,[20]
6241,0.8009999999999999,0.594,0.0,-7.436,1.0,0.117,0.0158,0.0,0.16399999999999998,0.741,123.054,182573.0,2007-01-01,[43]
6242,0.753,0.586,1.0,-13.294,1.0,0.0308,0.499,0.8220000000000001,0.0486,0.932,102.663,218333.0,1988-01-01,[65]
6243,0.6809999999999999,0.386,7.0,-14.118,0.0,0.0559,0.93,0.92,0.613,0.916,125.297,179307.0,1952,[27]
6244,0.919,0.362,5.0,-8.484,1.0,0.0356,0.6559999999999999,0.0,0.0864,0.721,103.0,172667.0,2011-01-01,[33]
6245,0.529,0.473,4.0,-15.231,0.0,0.041,0.129,0.91,0.116,0.0954,164.009,141280.0,2020-11-10,[61]
6246,0.4920000000000001,0.99,7.0,-3.67,1.0,0.139,0.000939,0.297,0.42,0.556,155.988,172507.0,2020-10-04,[17]
6247,0.498,0.32,4.0,-12.933,1.0,0.0339,0.311,0.539,0.122,0.114,133.745,247733.0,2004-08-02,[55]
6248,0.607,0.918,8.0,-3.71,1.0,0.0459,0.018000000000000002,0.0,0.259,0.5920000000000001,103.914,203920.0,2010,[58]
6249,0.461,0.815,8.0,-7.41,1.0,0.0631,0.00571,7.209999999999999e-05,0.158,0.626,106.536,129200.0,2012-01-06,[0]
6250,0.637,0.872,7.0,-4.268,1.0,0.17600000000000002,0.0144,5.1e-05,0.386,0.7170000000000001,81.065,173457.0,2015-07-31,"[1, 3]"
6251,0.424,0.71,9.0,-12.293,1.0,0.0449,0.695,0.0,0.935,0.539,123.847,361133.0,2020-10-02,[78]
6252,0.603,0.621,2.0,-7.14,1.0,0.0267,0.328,3.4899999999999995e-05,0.119,0.7,94.022,189787.0,2019-12-13,[92]
6253,0.906,0.379,5.0,-10.103,0.0,0.14300000000000002,0.361,0.000109,0.0799,0.7140000000000001,106.566,254400.0,1984,[58]
6254,0.8170000000000001,0.219,10.0,-22.549,0.0,0.331,0.0289,0.613,0.133,0.585,119.976,169342.0,2020-03-22,[30]
6255,0.667,0.365,2.0,-11.802,1.0,0.129,0.418,1.6800000000000002e-05,0.0973,0.457,161.947,101111.0,2020-08-21,[3]
6256,0.535,0.505,8.0,-5.803,1.0,0.0289,0.182,0.0,0.0726,0.8859999999999999,158.263,194627.0,2012-02-14,[35]
6257,0.53,0.599,7.0,-3.742,1.0,0.0329,0.8490000000000001,0.893,0.14400000000000002,0.0809,105.009,153094.0,2015-09-07,[17]
6258,0.589,0.215,3.0,-16.319000000000006,1.0,0.0436,0.96,0.94,0.0571,0.513,170.294,145727.0,2020-05-07,[41]
6259,0.441,0.964,8.0,-2.31,1.0,0.0707,0.00039,1.28e-06,0.11,0.215,96.027,211560.0,2008-01-01,[29]
6260,0.693,0.0963,2.0,-15.151,0.0,0.138,0.16899999999999998,0.934,0.112,0.7040000000000001,77.464,63611.0,2020-05-28,[37]
6261,0.674,0.418,11.0,-11.595,0.0,0.0314,0.16899999999999998,0.922,0.108,0.405,143.95,233800.0,2010-02-01,[0]
6262,0.841,0.6559999999999999,11.0,-8.737,0.0,0.0671,0.000408,0.713,0.0336,0.476,120.004,410000.0,2016-04-29,[2]
6263,0.6509999999999999,0.8009999999999999,0.0,-7.34,1.0,0.0513,0.123,0.0,0.0825,0.7759999999999999,133.763,200480.0,1979,[75]
6264,0.6579999999999999,0.406,7.0,-9.863,1.0,0.0275,0.522,7.87e-06,0.111,0.14800000000000002,106.073,227241.0,2013-03-28,[21]
6265,0.327,0.0218,10.0,-21.234,1.0,0.0298,0.7509999999999999,0.411,0.111,0.0378,81.74,207402.0,2018-01-26,[27]
6266,0.285,0.851,8.0,-3.451,1.0,0.0448,0.0153,0.000117,0.083,0.221,97.729,240613.0,2017-09-08,[8]
6267,0.787,0.841,5.0,-7.78,1.0,0.115,0.0913,4.42e-05,0.0785,0.7140000000000001,113.066,344507.0,1986-01-01,[42]
6268,0.476,0.815,1.0,-3.942,1.0,0.044,0.0029,0.0,0.38,0.353,132.108,191773.0,2008-07-08,[45]
6269,0.0608,0.208,9.0,-21.888,1.0,0.0442,0.715,0.887,0.36,0.0351,67.829,373125.0,2019-05-08,[42]
6270,0.364,0.00635,0.0,-29.996,1.0,0.0414,0.992,0.888,0.104,0.0436,117.932,138623.0,2016-09-19,[47]
6271,0.794,0.7170000000000001,7.0,-5.73,1.0,0.251,0.0511,0.0,0.195,0.3720000000000001,141.881,202816.0,2020-07-20,"[96, 86]"
6272,0.5870000000000001,0.679,8.0,-6.269,1.0,0.235,0.7829999999999999,0.0,0.0558,0.96,135.317,130467.0,2011-08-12,"[42, 36]"
6273,0.754,0.487,10.0,-12.762,0.0,0.0937,0.823,0.882,0.218,0.602,120.023,160052.0,2020-11-08,[35]
6274,0.194,0.189,2.0,-19.546,1.0,0.037000000000000005,0.8759999999999999,0.933,0.12,0.0648,86.64,399693.0,2020-11-20,"[82, 75, 71]"
6275,0.65,0.8059999999999999,6.0,-7.181,0.0,0.252,0.0183,0.0,0.591,0.843,95.912,234000.0,2018-09-03,[0]
6276,0.74,0.943,9.0,-6.799,1.0,0.446,0.142,0.0,0.67,0.5379999999999999,106.141,83363.0,2015-10-16,[53]
6277,0.502,0.942,4.0,-4.972,0.0,0.313,0.000107,0.498,0.843,0.0624,74.96300000000002,281600.0,2016-10-07,"[46, 32]"
6278,0.322,0.107,5.0,-15.202,0.0,0.0355,0.987,0.952,0.16699999999999998,0.331,138.642,205000.0,1989-11-21,"[51, 45]"
6279,0.39,0.0282,9.0,-23.012,1.0,0.0402,0.992,0.0,0.11,0.315,104.039,68360.0,2008-09-30,"[75, 37, 45, 47]"
6280,0.846,0.441,5.0,-10.717,1.0,0.0895,0.57,0.892,0.0877,0.181,80.047,165000.0,2019-12-08,"[70, 62]"
6281,0.659,0.868,2.0,-4.546,1.0,0.0375,0.0147,0.0,0.1,0.716,125.846,234560.0,2005-01-01,[58]
6282,0.401,0.109,5.0,-13.617,1.0,0.036000000000000004,0.975,0.0,0.096,0.303,67.41,168520.0,2009-12-09,[4]
6283,0.266,0.999,5.0,-24.134,1.0,0.0501,0.879,0.897,0.946,1e-05,71.578,102571.0,2020-09-07,[36]
6284,0.514,0.952,9.0,-8.655,1.0,0.136,0.279,0.428,0.35100000000000003,0.868,101.206,345893.0,2000-01-01,[68]
6285,0.725,0.423,1.0,-13.302,1.0,0.145,0.8909999999999999,0.882,0.11,0.939,92.678,199354.0,2018-08-17,[0]
6286,0.7340000000000001,0.775,8.0,-3.855,1.0,0.0614,0.18600000000000005,0.000542,0.123,0.72,166.03900000000004,224187.0,2020-09-04,"[95, 92]"
6287,0.846,0.718,2.0,-6.142,1.0,0.0716,0.0183,0.228,0.0831,0.385,126.03,160952.0,2020-03-01,[76]
6288,0.53,0.459,11.0,-6.738,1.0,0.0372,0.116,0.0015,0.0946,0.37,132.142,150907.0,2015-01-01,[41]
6289,0.43,0.927,9.0,-5.105,1.0,0.258,0.0911,8.49e-05,0.344,0.528,146.941,175385.0,2020-09-03,"[39, 34, 36]"
6290,0.452,0.203,5.0,-14.275,0.0,0.0301,0.777,0.962,0.13,0.282,98.071,231453.0,2014-07-01,"[31, 29, 27, 27]"
6291,0.8,0.456,6.0,-8.016,0.0,0.382,0.0548,0.00698,0.0639,0.605,75.016,108800.0,2019-04-24,"[44, 29]"
6292,0.299,0.8079999999999999,4.0,-11.608,1.0,0.0614,0.328,0.652,0.276,0.146,94.746,342293.0,1968-10-25,[63]
6293,0.846,0.524,0.0,-7.802,1.0,0.0679,0.31,0.0,0.11,0.882,134.96200000000002,224053.0,2017-06-02,[32]
6294,0.415,0.174,10.0,-18.476,1.0,0.0441,0.895,0.985,0.285,0.27,98.513,107840.0,2013-08-01,[0]
6295,0.47,0.574,1.0,-20.505,1.0,0.0905,0.341,0.8959999999999999,0.364,0.056,119.968,456000.0,2014-02-11,[]
6296,0.6940000000000001,0.662,9.0,-7.947,1.0,0.0298,0.0172,3.32e-06,0.161,0.897,120.023,236173.0,2020-08-28,[]
6297,0.775,0.691,11.0,-4.828,0.0,0.038,0.5479999999999999,0.0,0.3,0.855,120.11,250560.0,2012-08-27,[85]
6298,0.7090000000000001,0.8440000000000001,6.0,-8.649,0.0,0.0775,9.07e-05,0.85,0.0653,0.608,159.989,266160.0,2014-12-15,[0]
6299,0.591,0.77,10.0,-6.984,1.0,0.18600000000000005,0.00602,0.0137,0.625,0.371,90.099,174067.0,1997-08-07,[2]
6300,0.5720000000000001,0.5429999999999999,2.0,-12.056,1.0,0.0369,0.507,0.636,0.0815,0.764,152.488,94488.0,2020-06-08,[27]
6301,,,,,,,,,,,,,2020-06-13,[28]
6302,0.515,0.493,0.0,-7.8370000000000015,1.0,0.0297,0.7390000000000001,0.0,0.0945,0.5670000000000001,123.986,147581.0,2020-10-23,[36]
6303,0.6859999999999999,0.706,10.0,-8.267999999999999,0.0,0.224,0.00447,2.97e-05,0.377,0.466,183.664,230992.0,1993-12-07,[76]
6304,0.32299999999999995,0.225,8.0,-19.809,1.0,0.121,0.35700000000000004,0.974,0.111,0.193,123.15,70920.0,2016-01-29,[66]
6305,0.86,0.28600000000000003,4.0,-20.461,1.0,0.208,0.0453,0.0,0.261,0.513,92.689,356773.0,1992-06-01,"[72, 38]"
6306,0.601,0.967,6.0,-6.167000000000002,0.0,0.0855,0.000558,0.895,0.426,0.419,148.015,407185.0,2020-07-03,[7]
6307,0.188,0.0161,1.0,-25.666,1.0,0.0419,0.982,0.0603,0.273,0.084,137.347,283307.0,2006-04-18,"[64, 48, 54, 34]"
6308,0.71,0.6890000000000001,5.0,-8.27,1.0,0.0823,0.535,0.00399,0.114,0.8270000000000001,128.325,326493.0,2010-04-08,[18]
6309,0.7240000000000001,0.696,1.0,-8.406,1.0,0.0487,0.115,0.586,0.124,0.0366,128.02100000000002,262571.0,2019-05-28,[0]
6310,0.557,0.913,11.0,-2.784,1.0,0.0487,0.0029100000000000003,0.0,0.146,0.505,117.983,210960.0,2012-05-22,[56]
6311,0.774,0.4,7.0,-11.863,1.0,0.0362,0.095,0.722,0.113,0.0632,99.998,193267.0,2017-10-13,[68]
6312,0.485,0.7979999999999999,11.0,-6.49,1.0,0.0458,0.00496,0.00542,0.188,0.512,175.985,599315.0,2010-09-20,[76]
6313,0.455,0.268,6.0,-11.673,0.0,0.036000000000000004,0.899,0.0,0.14,0.343,111.654,202116.0,2018-03-06,[45]
6314,0.701,0.443,11.0,-9.92,1.0,0.06,0.67,1.97e-06,0.118,0.34700000000000003,113.829,247280.0,2005-03-29,[0]
6315,0.547,0.989,3.0,-2.164,1.0,0.0695,0.00035800000000000003,3.63e-05,0.0426,0.536,102.001,179733.0,2018-06-15,[61]
6316,0.4920000000000001,0.764,4.0,-4.965,1.0,0.0508,0.103,0.135,0.111,0.448,117.995,231936.0,2019-05-25,"[59, 51]"
6317,0.303,0.311,4.0,-15.097,1.0,0.0412,0.815,0.757,0.374,0.552,180.083,163687.0,2017-10-20,"[0, 3, 1]"
6318,0.603,0.619,7.0,-9.708,0.0,0.112,0.0214,0.19,0.252,0.0386,110.052,220365.0,2020-10-25,[0]
6319,0.174,0.273,8.0,-24.486,1.0,0.0571,0.995,0.00034500000000000004,0.084,0.206,132.311,141453.0,2014-06-02,"[46, 51, 53]"
6320,0.6509999999999999,0.583,1.0,-18.341,1.0,0.8909999999999999,0.0008880000000000002,0.925,0.0379,0.15,101.982,170971.0,2008-05-18,[8]
6321,0.65,0.502,4.0,-12.288,0.0,0.411,0.235,6.91e-05,0.0892,0.274,129.861,155077.0,2020-07-23,[6]
6322,0.31,0.0478,0.0,-23.312,1.0,0.0594,0.993,0.8590000000000001,0.0552,0.0383,142.227,102008.0,2020-10-11,[25]
6323,0.581,0.0903,7.0,-16.772000000000002,0.0,0.0255,0.877,0.8109999999999999,0.0911,0.623,80.03699999999998,168072.0,2020-04-03,[30]
6324,0.515,0.5920000000000001,2.0,-5.729,1.0,0.0393,0.586,0.0,0.0959,0.765,135.908,764029.0,2020-04-08,[64]
6325,0.826,0.383,2.0,-10.044,1.0,0.338,0.00735,0.0,0.111,0.146,139.974,174545.0,2019-04-06,[50]
6326,0.455,0.484,2.0,-10.128,1.0,0.0338,0.0688,7.64e-05,0.0985,0.218,75.043,207773.0,2007-01-01,[50]
6327,0.29,0.117,2.0,-14.292,1.0,0.037000000000000005,0.977,0.00575,0.141,0.316,207.584,211487.0,2014-10-27,[3]
6328,0.16,0.0093,7.0,-37.933,0.0,0.0421,0.956,0.57,0.102,0.0569,83.117,114133.0,2005-11-15,"[65, 51, 52]"
6329,0.444,0.5760000000000001,0.0,-11.008,1.0,0.0364,0.71,0.8690000000000001,0.199,0.727,106.803,176703.0,2018-01-23,[36]
6330,0.546,0.454,7.0,-7.945,1.0,0.0262,0.2,0.0,0.103,0.229,136.914,284276.0,2020-04-09,[42]
6331,0.75,0.412,4.0,-11.35,0.0,0.0515,0.379,0.934,0.0993,0.569,140.061,157701.0,2020-10-05,[47]
6332,0.575,0.636,0.0,-6.3039999999999985,1.0,0.197,0.7070000000000001,0.0,0.121,0.464,84.961,203389.0,2018-03-14,"[8, 5]"
6333,0.636,0.339,11.0,-15.181,1.0,0.8190000000000001,0.349,0.0,0.214,0.624,96.289,203333.0,2011-07-01,[0]
6334,0.536,0.992,7.0,-2.882,1.0,0.155,0.000216,0.885,0.301,0.917,174.954,340835.0,2011-12-05,[19]
6335,0.206,0.997,1.0,-3.93,1.0,0.0975,1.44e-05,0.195,0.329,0.272,160.02200000000005,220560.0,2013-11-20,[4]
6336,0.7290000000000001,0.503,0.0,-8.229,1.0,0.081,0.111,0.0,0.123,0.152,134.92700000000002,152920.0,2020-10-30,[91]
6337,0.371,0.0209,5.0,-29.912,0.0,0.041,0.883,0.0397,0.111,0.219,120.478,202667.0,1988-11-01,[53]
6338,0.7879999999999999,0.718,0.0,-5.303,1.0,0.171,0.321,0.0,0.0685,0.81,116.016,148966.0,2018-05-07,[54]
6339,0.778,0.672,1.0,-6.261,1.0,0.0621,0.467,0.923,0.0995,0.0716,128.012,570116.0,2018-07-10,[0]
6340,0.605,0.884,2.0,-5.695,1.0,0.0809,0.158,0.331,0.971,0.486,125.047,236251.0,2011-12-05,[78]
6341,0.493,0.738,5.0,-6.921,1.0,0.262,0.407,0.0,0.13,0.219,176.071,198253.0,2016-04-22,[86]
6342,0.853,0.693,1.0,-6.87,1.0,0.275,0.0239,0.0,0.11,0.662,95.967,233787.0,2013,"[86, 99, 85, 90]"
6343,0.8490000000000001,0.175,0.0,-18.791,0.0,0.0486,0.921,0.7709999999999999,0.0996,0.63,136.032,176472.0,2019-12-09,[27]
6344,0.807,0.613,4.0,-5.745,0.0,0.12,0.0882,0.0,0.114,0.214,140.041,164624.0,2020-10-23,[5]
6345,0.7290000000000001,0.753,1.0,-5.6610000000000005,1.0,0.0442,0.154,0.941,0.076,0.952,139.94799999999998,61806.0,2019-12-16,[30]
6346,0.826,0.511,6.0,-9.967,0.0,0.0676,0.657,0.0,0.0727,0.644,109.859,264563.0,2018-02-16,[22]
6347,0.706,0.753,5.0,-13.528,0.0,0.0473,0.17600000000000002,1.35e-06,0.157,0.703,130.45600000000002,265253.0,1983-11-06,[68]
6348,0.73,0.555,2.0,-7.778,1.0,0.0313,0.154,0.759,0.104,0.16699999999999998,124.948,439525.0,2013-03-01,"[84, 34]"
6349,0.435,0.995,7.0,-5.978,1.0,0.13699999999999998,9.46e-06,0.943,0.298,0.174,96.098,123906.0,2015-04-15,"[21, 33]"
6350,0.537,0.944,2.0,-1.525,1.0,0.179,0.255,0.00105,0.308,0.21600000000000005,169.935,220270.0,2018-12-30,[15]
6351,0.262,0.474,5.0,-9.079,1.0,0.0359,0.00689,0.84,0.16899999999999998,0.047,120.326,258440.0,2009-09-10,[80]
6352,0.544,0.887,1.0,-7.877999999999999,0.0,0.0424,0.139,0.0558,0.0702,0.96,146.001,245568.0,2020-04-17,[22]
6353,0.6829999999999999,0.524,8.0,-11.908,1.0,0.0347,0.69,0.0264,0.1,0.581,142.284,218707.0,2014-10-13,"[9, 22]"
6354,0.64,0.652,8.0,-6.231,1.0,0.114,0.415,6.26e-06,0.106,0.445,74.986,234091.0,2014-08-26,[57]
6355,0.237,0.0289,1.0,-30.335,1.0,0.0583,0.0209,0.929,0.114,0.0931,63.076,121439.0,2020-05-29,[44]
6356,0.475,0.887,5.0,-3.884,1.0,0.114,0.00156,0.0743,0.29100000000000004,0.5,149.214,279107.0,2020-08-21,[67]
6357,0.564,0.7240000000000001,1.0,-3.761,1.0,0.0752,0.626,9.24e-05,0.138,0.828,93.306,295053.0,2019-04-12,[59]
6358,0.605,0.904,9.0,-5.215,0.0,0.0667,0.0724,0.000225,0.234,0.622,124.389,194507.0,1981,[2]
6359,0.684,0.194,7.0,-9.336,1.0,0.34,0.809,0.907,0.365,0.647,82.02799999999998,145766.0,2018-06-21,[71]
6360,0.5670000000000001,0.0231,2.0,-18.809,0.0,0.0544,0.994,0.956,0.0933,0.398,132.384,155125.0,2019-07-01,[33]
6361,0.5660000000000001,0.7090000000000001,11.0,-9.171,1.0,0.0408,0.00936,0.0,0.17600000000000002,0.281,158.004,139912.0,2020-05-22,"[23, 6]"
6362,0.4270000000000001,0.82,5.0,-5.131,0.0,0.195,0.785,0.0,0.0896,0.687,179.05900000000003,257307.0,2008-06-24,[33]
6363,0.511,0.836,0.0,-8.562000000000001,0.0,0.0385,0.0013800000000000002,0.00905,0.0794,0.0711,109.997,349097.0,2012,[60]
6364,0.517,0.5870000000000001,8.0,-7.419,1.0,0.0734,0.324,8.29e-06,0.633,0.612,89.728,168000.0,2020-09-25,[25]
6365,0.479,0.872,9.0,-4.855,1.0,0.0564,0.0262,1.16e-06,0.228,0.625,75.036,229596.0,2020-06-22,[38]
6366,0.415,0.916,4.0,-4.908,1.0,0.08,0.000281,0.00705,0.0953,0.411,164.942,203480.0,2018-08-31,[61]
6367,0.65,0.621,9.0,-10.022,1.0,0.0277,0.026,0.415,0.136,0.401,127.898,359036.0,2017-06-23,[0]
6368,0.825,0.504,2.0,-6.5520000000000005,0.0,0.0381,0.579,1.41e-05,0.0822,0.897,134.972,295920.0,2017-12-10,[0]
6369,0.654,0.904,8.0,-6.294,0.0,0.0502,0.0349,0.000129,0.294,0.733,110.053,306731.0,2015-08-09,[1]
6370,0.485,0.531,2.0,-6.607,1.0,0.0288,0.311,0.0,0.189,0.408,105.907,200125.0,2020-07-17,"[67, 79]"
6371,0.546,0.545,0.0,-11.727,0.0,0.0432,0.0159,0.884,0.06,0.318,147.972,280813.0,2011-07-05,[39]
6372,0.7170000000000001,0.856,9.0,-7.113,0.0,0.0411,0.187,0.006679999999999999,0.332,0.8590000000000001,87.988,175653.0,2020-10-30,"[52, 40]"
6373,0.6659999999999999,0.743,1.0,-7.1770000000000005,1.0,0.127,0.0126,0.0,0.139,0.15,143.875,189589.0,2020-11-21,[58]
6374,0.568,0.875,5.0,-8.354,0.0,0.0438,0.000234,0.8059999999999999,0.326,0.606,120.01,255687.0,2019-10-24,[1]
6375,0.705,0.575,0.0,-12.0,1.0,0.789,0.215,0.0,0.0506,0.634,176.59,75000.0,2000-01-01,[57]
6376,0.431,0.907,8.0,-2.826,1.0,0.0764,9.04e-05,0.0019,0.248,0.51,182.027,208681.0,2019-05-14,[]
6377,0.612,0.308,10.0,-8.402999999999999,1.0,0.035,0.119,0.0,0.0991,0.151,118.164,262881.0,2020-01-24,[]
6378,0.433,0.454,7.0,-13.834,1.0,0.0316,0.58,0.0179,0.7440000000000001,0.816,129.54399999999998,827907.0,2006,[73]
6379,0.415,0.5720000000000001,7.0,-7.792999999999998,0.0,0.036000000000000004,0.0402,2.36e-06,0.0733,0.102,125.915,237827.0,2018-04-27,"[62, 65]"
6380,0.129,0.8759999999999999,9.0,-5.36,1.0,0.0751,0.000161,0.0141,0.107,0.382,167.484,176823.0,2007-08-21,[0]
6381,0.625,0.581,9.0,-5.466,1.0,0.0358,0.191,3.57e-06,0.117,0.317,121.946,217082.0,2019-10-04,[82]
6382,0.615,0.584,1.0,-5.638,1.0,0.235,0.00405,0.0,0.114,0.529,162.16899999999995,243936.0,2020-11-13,"[93, 93]"
6383,0.26,0.132,0.0,-17.750999999999994,1.0,0.0444,0.995,0.0,0.0887,0.115,103.364,201920.0,2006-01-01,[43]
6384,0.239,0.8690000000000001,0.0,-4.587,1.0,0.0518,0.000512,0.059,0.173,0.6679999999999999,160.11,129768.0,2013-11-05,[0]
6385,0.542,0.224,6.0,-18.902,1.0,0.0328,0.833,0.919,0.106,0.0874,125.976,189524.0,2020-10-07,[4]
6386,0.341,0.0725,3.0,-19.145,1.0,0.0417,0.992,0.944,0.0771,0.282,70.90899999999998,199422.0,2020-11-20,"[33, 18]"
6387,0.5379999999999999,0.173,0.0,-15.478,1.0,0.0315,0.802,2.15e-05,0.0951,0.172,112.012,184048.0,2019-09-24,[0]
6388,0.792,0.745,0.0,-10.976,0.0,0.0545,0.0189,0.8370000000000001,0.109,0.124,131.989,360904.0,2020-09-14,[8]
6389,0.111,0.277,5.0,-27.524,0.0,0.0482,1.05e-06,0.955,0.504,0.146,93.959,76876.0,2020-11-02,[47]
6390,0.72,0.737,6.0,-6.085,0.0,0.116,0.172,0.0,0.292,0.748,131.019,172362.0,2017-09-03,[1]
6391,0.482,0.154,2.0,-15.173,1.0,0.0506,0.925,0.81,0.121,0.441,116.479,314400.0,2002,"[71, 69, 36]"
6392,0.161,0.057,1.0,-23.712,1.0,0.0401,0.956,0.0013,0.068,0.0368,132.757,185373.0,1987-08-31,"[11, 1, 1]"
6393,0.328,0.871,9.0,-4.09,1.0,0.068,0.0736,0.0,0.983,0.53,167.329,242040.0,1999-07-04,[53]
6394,0.454,0.7070000000000001,8.0,-5.3420000000000005,0.0,0.266,0.318,0.0,0.303,0.267,82.50299999999999,209344.0,2020-02-12,"[36, 23]"
6395,0.25,0.882,6.0,-4.053,1.0,0.0675,0.000187,5.75e-05,0.312,0.366,145.47799999999995,371787.0,2006-07-13,[37]
6396,0.741,0.542,9.0,-13.617,0.0,0.0589,0.0254,0.5660000000000001,0.135,0.7909999999999999,135.016,321254.0,2009-04-23,[0]
6397,0.609,0.274,7.0,-18.42,0.0,0.0443,0.588,0.838,0.227,0.557,159.961,127093.0,2012-04-01,"[3, 6]"
